sku,name,slug,brand,category,category_slug,price,wholesale_price,cost_price,margin,stock,unit,format,content_info,image_url,has_image,featured,active
ADIASTN125019,"""NOTAS ADHESIVAS 51 MM. x 38 MM. DE 100 HOJAS, COLORAMARILLO. MARCA REFERENCIA SIMILAR O EQUIVALENT",notas-adhesivas-51-mm-x-38-mm-de-100-hojas-coloramarillo-marca-referencia-simila-adiastn125019,SELLOFFICE,Papelería,papeleria,1274,1082.9,542,732,185,UN,,,/products/ADIASTN125019.jpg,True,True,True
TOR11594,CARPETA PIGMENTADA AZUL TORRE,carpeta-pigmentada-azul-torre-tor11594,TORRE,Papelería,papeleria,279,237.15,216,63,460,UN,,,/products/TOR11594.jpg,True,False,True
PRI15050,Papel Fotocopia Office Depot Carta 500 Hojas,papel-fotocopia-office-depot-carta-500-hojas-pri15050,PRISA,Papelería,papeleria,3178,2701.3,2634,544,35,UN,,,/products/PRI15050.jpg,True,True,True
PRI12262AZ,Archivador Rápido Plastificado Azul,archivador-rapido-plastificado-azul-pri12262az,PRISA,Papelería,papeleria,289,245.65,299,-10,300,UN,,,/products/PRI12262AZ.jpg,True,False,True
PRI11001,Taco Halley 9X9 cm Papel Blanco Corriente 500 Hojas,taco-halley-9x9-cm-papel-blanco-corriente-500-hojas-pri11001,PRISA,Papelería,papeleria,1001,850.85,801,200,108,UN,9X9,9X9CM,,False,False,True
PRI12312,Carpeta Colgante Torre Metal Estándar,carpeta-colgante-torre-metal-estandar-pri12312,TORRE,Papelería,papeleria,287,243.95,269,18,300,UN,,,/products/PRI12312.jpg,True,False,True
ACB27324,Archivador de Palanca tamaño carta Lomo Ancho Premium Wilson Jones,archivador-de-palanca-tamano-carta-lomo-ancho-premium-wilson-jones-acb27324,ACCO BRANDS,Papelería,papeleria,1380,1173.0,1325,55,60,UN,,,/products/ACB27324.jpg,True,False,True
PRI89707,Papelero Macasi Metálico con Pedal 12 L,papelero-macasi-metalico-con-pedal-12-l-pri89707,PRISA,Papelería,papeleria,28614,24321.9,24322,4292,3,UN,,12L,/products/PRI89707.jpg,True,True,True
TOR11653,BLOCK PREPICADO MATEMATICAS 80 HJS,block-prepicado-matematicas-80-hjs-tor11653,TORRE,Papelería,papeleria,2000,1700.0,1130,870,60,UN,,,/products/TOR11653.jpg,True,True,True
TOR31183,SEPARADOR OFICIO CARTULINA AZ TORRE,separador-oficio-cartulina-az-torre-tor31183,TORRE,Papelería,papeleria,1758,1494.3,1435,323,47,UN,,,/products/TOR31183.jpg,True,False,True
PRI12203,Separador Carta Buho 6 Divisiones,separador-carta-buho-6-divisiones-pri12203,PRISA,Papelería,papeleria,182,154.7,203,-21,300,UN,,,/products/PRI12203.jpg,True,False,True
DIPPIXOFICIO75GRS,RESMA OFICIO PIX 75 GRAMOS,resma-oficio-pix-75-gramos-dippixoficio75grs,SIN MARCA,Papelería,papeleria,3518,2990.3,2990,528,20,RESMA,,,/products/DIPPIXOFICIO75GRS.jpg,True,True,True
PNB468987,CARPETA CACCOCLIP CTA. VINIL TRANSP AZUL LAVORO,carpeta-caccoclip-cta-vinil-transp-azul-lavoro-pnb468987,FULTONS,Papelería,papeleria,448,380.8,403.2,44.8,146,UN,,,/products/PNB468987.jpg,True,False,True
PRI10579AZ,CARPETA CARTULINA  PIGMENTADA COLOR AZUL,carpeta-cartulina-pigmentada-color-azul-pri10579az,PRISA,Papelería,papeleria,225,191.25,166,59,350,UN,,,/products/PRI10579AZ.jpg,True,False,True
PRI85352,Cuaderno Empastado Foliado Liso 100 Hojas Cuaderno Empastado Foliado Liso 100 Hojas,cuaderno-empastado-foliado-liso-100-hojas-cuaderno-empastado-foliado-liso-100-ho-pri85352,PRISA,Papelería,papeleria,2449,2081.65,2117,332,26,UN,,,/products/PRI85352.jpg,True,False,True
PRI12294AZ,Carpeta Plastificada Azul,carpeta-plastificada-azul-pri12294az,PRISA,Papelería,papeleria,346,294.1,277,69,195,UN,,,/products/PRI12294AZ.jpg,True,False,True
FBRMANT100X30,Papel mantequilla de 100m X 30cm,papel-mantequilla-de-100m-x-30cm-fbrmant100x30,SIN MARCA,Papelería,papeleria,15726,13367.1,13184.9,2541.1,4,UN,,,/products/FBRMANT100X30.jpg,True,True,True
PNB542707,PACK 5 NOTAS 76X76 100H POP UP 5COL NEON,pack-5-notas-76x76-100h-pop-up-5col-neon-pnb542707,FULTONS,Papelería,papeleria,579,492.15,1666,-1087,30,PACK,76X76,,,False,False,True
TOR11649,BLOCK COLON UNIVERSIT. MAT 7MM BU-32/80,block-colon-universit-mat-7mm-bu-3280-tor11649,TORRE,Papelería,papeleria,909,772.65,1220,-311,40,UN,,,/products/TOR11649.jpg,True,False,True
PRI84459CU,Libro Actas Rem Max Cuadriculado 200 Hojas,libro-actas-rem-max-cuadriculado-200-hojas-pri84459cu,PRISA,Papelería,papeleria,5838,4962.3,4670,1168,10,UN,,,,False,True,True
AKIBOMPOLBL3,Bombilla Polipapel Negra Envasada 8 mm,bombilla-polipapel-negra-envasada-8-mm-akibompolbl3,SIN MARCA,Papelería,papeleria,35,29.75,9.5,25.5,4800,UN,,,,False,True,True
PRI30162,Libro de Actas Auca N 532 - F100 200 Hojas,libro-de-actas-auca-n-532-f100-200-hojas-pri30162,PRISA,Papelería,papeleria,4961,4216.85,4488,473,10,UN,,,,False,False,True
TOR35285,FUNDA CARTA TRANSPARENTE 100 UNIDADES TORRE,funda-carta-transparente-100-unidades-torre-tor35285,TORRE,Papelería,papeleria,2588,2199.8,2200,388,20,CAJA,,,/products/TOR35285.jpg,True,False,True
PRI25111,Cuaderno Universitario Torre Oficio Triple Paisaje Espiral Doble M7 150 Hojas,cuaderno-universitario-torre-oficio-triple-paisaje-espiral-doble-m7-150-hojas-pri25111,TORRE,Papelería,papeleria,3224,2740.4,2582,642,17,UN,,,/products/PRI25111.jpg,True,True,True
PRI45863,Carpeta Fuelle Selloffice Oficio 12 Divisiones con Elástico Carpeta Fuelle Selloffice,carpeta-fuelle-selloffice-oficio-12-divisiones-con-elastico-carpeta-fuelle-sello-pri45863,SELLOFFICE,Papelería,papeleria,3871,3290.35,2501,1370,15,UN,,,/products/PRI45863.jpg,True,True,True
PRI82702,TARJETON  OPALINA 220 GR 9 X 21 CM BLANCO 100 UNIDADES,tarjeton-opalina-220-gr-9-x-21-cm-blanco-100-unidades-pri82702,PRISA,Papelería,papeleria,3939,3348.15,4333,-394,8,CAJA,9X21,220GR,,False,False,True
DIM524657,PAPEL MAGNETICO A4 1 HOJA,papel-magnetico-a4-1-hoja-dim524657,DIMERC,Papelería,papeleria,1293,1099.05,826,467,40,UN,,,/products/DIM524657.jpg,True,False,True
TOR27372,BLOCK PAPEL ENTRETENIDO 18 HJS TORRE,block-papel-entretenido-18-hjs-torre-tor27372,TORRE,Papelería,papeleria,1013,861.05,720,293,45,UN,,,/products/TOR27372.jpg,True,False,True
PRI82806,FUNDA PLASTICA ADIX OFICIO LOMO BLANCO 100 UNIDADES,funda-plastica-adix-oficio-lomo-blanco-100-unidades-pri82806,PRISA,Papelería,papeleria,2525,2146.25,2146,379,15,CAJA,,,/products/PRI82806.jpg,True,False,True
TOR27911,CARPETA PLASTIFICADA AZUL AUCA,carpeta-plastificada-azul-auca-tor27911,TORRE,Papelería,papeleria,582,494.7,345,237,93,UN,,,/products/TOR27911.jpg,True,False,True
AKISAC100,Saco de Papel Kraft grueso de 1 kilo,saco-de-papel-kraft-grueso-de-1-kilo-akisac100,SIN MARCA,Papelería,papeleria,10,8.5,8,2,4000,UN,,,,False,True,True
TOR22568,BOLSON CARTULINA METALICA TORRE IMAGIA,bolson-cartulina-metalica-torre-imagia-tor22568,TORRE,Papelería,papeleria,1370,1164.5,970,400,32,BOLSA,,,/products/TOR22568.jpg,True,False,True
PRI25627AZ,Archivador Oficio Colón Ancho Azul,archivador-oficio-colon-ancho-azul-pri25627az,PRISA,Papelería,papeleria,2222,1888.7,2051,171,15,UN,,,/products/PRI25627AZ.jpg,True,False,True
MELIPAPEL80GR,PAPEL AUTOADHESIVO OPACO 80G TAMAÑO OFICIO 100 UNID SINCORTE,papel-autoadhesivo-opaco-80g-tamano-oficio-100-unid-sincorte-melipapel80gr,SIN MARCA,Papelería,papeleria,9894,8409.9,8990,904,3,UN,,80G,/products/MELIPAPEL80GR.jpg,True,True,True
TOR22464,"BLOCK MATEMÁTICAS OFICIO 7 MM PREPICADO, 80 HOJAS BLANCAS",block-matematicas-oficio-7-mm-prepicado-80-hojas-blancas-tor22464,TORRE,Papelería,papeleria,2164,1839.4,930,1234,25,UN,,,/products/TOR22464.jpg,True,True,True
PRI17079,Croquera Proarte 22X27 cm 100,croquera-proarte-22x27-cm-100-pri17079,PRISA,Papelería,papeleria,4885,4152.25,2882,2003,8,UN,22X27,22X27CM,/products/PRI17079.jpg,True,True,True
PRI12294VE,Carpeta Plastificada Verde Oscuro,carpeta-plastificada-verde-oscuro-pri12294ve,PRISA,Papelería,papeleria,346,294.1,277,69,82,UN,,,/products/PRI12294VE.jpg,True,False,True
PRID558549,BLOCK DIBUJO N99 18 ROSS 10 HOJAS,block-dibujo-n99-18-ross-10-hojas-prid558549,PRISA,Papelería,papeleria,892,758.2,701,191,31,UN,,,/products/PRID558549.jpg,True,False,True
TOR30662,SEPARADOR OFICIO CARTULINA 6 POS TORRE COLORES,separador-oficio-cartulina-6-pos-torre-colores-tor30662,TORRE,Papelería,papeleria,1085,922.25,545,540,39,UN,,,/products/TOR30662.jpg,True,True,True
PRI11380,Resma Papel Fotocopia Report Premium Carta 500 Hojas,resma-papel-fotocopia-report-premium-carta-500-hojas-pri11380,PRISA,Papelería,papeleria,3831,3256.35,2590,1241,8,RESMA,,,/products/PRI11380.jpg,True,True,True
FOPHL-SBPLAFK500,Bowl 500cc Polipapel PLA Kraft Imp. Generico  (6x50),bowl-500cc-polipapel-pla-kraft-imp-generico-6x50-fophl-sbplafk500,FOODPACK,Papelería,papeleria,133,113.05,97.2,35.8,200,UN,6X50,500CC,/products/FOPHL-SBPLAFK500.jpg,True,False,True
ACB27014,Archivador de Palanca tamaño Oficio Lomo Ancho Premium,archivador-de-palanca-tamano-oficio-lomo-ancho-premium-acb27014,ACCO BRANDS,Papelería,papeleria,1511,1284.35,1325,186,14,UN,,,/products/ACB27014.jpg,True,False,True
DIMU469563,"CAJA DE PAPEL FOTOGRAFICO ADHESIVO, 20 HOJAS TAMAÑO A4, 120G",caja-de-papel-fotografico-adhesivo-20-hojas-tamano-a4-120g-dimu469563,DIMERC,Papelería,papeleria,12870,10939.5,8580,4290,2,UN,,120G,/products/DIMU469563.jpg,True,True,True
PNB463562,CARPETA CACCOCLIP CTA. VINIL TRANSP NEGRA LAVORO,carpeta-caccoclip-cta-vinil-transp-negra-lavoro-pnb463562,FULTONS,Papelería,papeleria,349,296.65,339,10,47,UN,,,/products/PNB463562.jpg,True,False,True
PRI12262GR,Archivador Rápido Plastificado Gris Archivador Rápido Plastificado Gris,archivador-rapido-plastificado-gris-archivador-rapido-plastificado-gris-pri12262gr,PRISA,Papelería,papeleria,374,317.9,299,75,50,UN,,,/products/PRI12262GR.jpg,True,False,True
JMISEPAHOL005,SEPARADOR DE CARTULINA 6 DIV. CARTA (25-100),separador-de-cartulina-6-div-carta-25-100-jmisepahol005,BEIFA,Papelería,papeleria,667,566.95,445.5,221.5,33,UN,,,/products/JMISEPAHOL005.jpg,True,False,True
DIM507709,PAPEL FOTOGRAFICO GLOSSY A4 180 GR 20 HOJAS,papel-fotografico-glossy-a4-180-gr-20-hojas-dim507709,DIMERC,Papelería,papeleria,2300,1955.0,1195,1105,12,UN,,180GR,/products/DIM507709.jpg,True,True,True
PRI33026,Tabla Apretapapel Torre Oficio Diseños,tabla-apretapapel-torre-oficio-disenos-pri33026,TORRE,Papelería,papeleria,3143,2671.55,2262,881,6,UN,,,/products/PRI33026.jpg,True,True,True
PRI11418M7,Block Prepicado Colon M7 Carta Perforado,block-prepicado-colon-m7-carta-perforado-pri11418m7,PRISA,Papelería,papeleria,1666,1416.1,1323,343,10,UN,,,/products/PRI11418M7.jpg,True,False,True
AKISAC200,Saco de Papel Kraft grueso de 2 kilos,saco-de-papel-kraft-grueso-de-2-kilos-akisac200,SIN MARCA,Papelería,papeleria,16,13.6,13,3,1000,UN,,,,False,True,True
PRI45154,Block Artel Milimetrado A4 2129.7 cm 12 Hojas,block-artel-milimetrado-a4-21297-cm-12-hojas-pri45154,ARTEL,Papelería,papeleria,1109,942.65,1132,-23,10,UN,,,/products/PRI45154.jpg,True,False,True
ACB15263,"Archivador tamaño Carta, 2 Aros, Color Blanco, Ancho 1,5, Capacidad 370 Hojas",archivador-tamano-carta-2-aros-color-blanco-ancho-15-capacidad-370-hojas-acb15263,ACCO BRANDS,Papelería,papeleria,2101,1785.85,1786,315,6,UN,,,/products/ACB15263.jpg,True,False,True
TOR28968,LIBRO ACTAS AUCA CUADRICULADO 100 HJS,libro-actas-auca-cuadriculado-100-hjs-tor28968,TORRE,Papelería,papeleria,3868,3287.8,2465,1403,4,UN,,,/products/TOR28968.jpg,True,True,True
PNB469563,PAPEL FOTOGRAFICO ADHESIVO A4 200GR LAVORO,papel-fotografico-adhesivo-a4-200gr-lavoro-pnb469563,FULTONS,Papelería,papeleria,2224,1890.4,1890,334,5,UN,,200GR,/products/PNB469563.jpg,True,False,True
PRI10579VE,Carpeta Cartulina Halley Pigmentada Verde Claro,carpeta-cartulina-halley-pigmentada-verde-claro-pri10579ve,PRISA,Papelería,papeleria,228,193.8,166,62,50,UN,,,/products/PRI10579VE.jpg,True,False,True
PNB408593,CARPETA CPAPEL ENTRETENIDO 24 X 32 CMS 9 HJS. 18 DISEÑOS FULTONS,carpeta-cpapel-entretenido-24-x-32-cms-9-hjs-18-disenos-fultons-pnb408593,FULTONS,Papelería,papeleria,1265,1075.25,990,275,6,UN,24X32,24X32CM,/products/PNB408593.jpg,True,False,True
DIPKR-KR-RES-070-IRD-0007,PLIEGO DE PAPEL CRAFT 100CMX80CM PARA ENVOLVER,pliego-de-papel-craft-100cmx80cm-para-envolver-dipkr-kr-res-070-ird-0007,SIN MARCA,Papelería,papeleria,118,100.3,98,20,50,UN,,,,False,False,True
PRI10579NJ,Carpeta Cartulina Halley Pigmentada Naranjo,carpeta-cartulina-halley-pigmentada-naranjo-pri10579nj,PRISA,Papelería,papeleria,228,193.8,166,62,29,UN,,,/products/PRI10579NJ.jpg,True,False,True
JMITACOHOL009,TACO POST IT NEON 75x75MM 4 COL 100HJS,taco-post-it-neon-75x75mm-4-col-100hjs-jmitacohol009,BEIFA,Papelería,papeleria,1259,1070.15,398,861,12,UN,75X75,,,False,True,True
PRI10579RJ,Carpeta Cartulina Halley Pigmentada Rojo,carpeta-cartulina-halley-pigmentada-rojo-pri10579rj,PRISA,Papelería,papeleria,228,193.8,166,62,28,UN,,,/products/PRI10579RJ.jpg,True,False,True
PRI44796,Tabla Apretapapel Trupan de Madera Oficio,tabla-apretapapel-trupan-de-madera-oficio-pri44796,PRISA,Papelería,papeleria,1635,1389.75,1078,557,4,UN,,,,False,True,True
PNB100661,CARPETAS FAST TRANSPARENTE CON ACCOCLIP OFICIO,carpetas-fast-transparente-con-accoclip-oficio-pnb100661,FULTONS,Papelería,papeleria,288,244.8,299,-11,14,UN,,,/products/PNB100661.jpg,True,False,True
PRI10579VO,Carpeta Cartulina Halley Pigmentada Verde Oscuro,carpeta-cartulina-halley-pigmentada-verde-oscuro-pri10579vo,PRISA,Papelería,papeleria,228,193.8,166,62,25,UN,,,/products/PRI10579VO.jpg,True,False,True
PNB505766,PAPEL SEDA AZUL BANDERA 22 GRS 50X75,papel-seda-azul-bandera-22-grs-50x75-pnb505766,FULTONS,Papelería,papeleria,48,40.8,39,9,100,UN,50X75,22GRS,/products/PNB505766.jpg,True,False,True
PNB505768,PAPEL SEDA ROJO BANDERA 22 GRS 50X75,papel-seda-rojo-bandera-22-grs-50x75-pnb505768,FULTONS,Papelería,papeleria,48,40.8,39,9,100,UN,50X75,22GRS,/products/PNB505768.jpg,True,False,True
PRI12262VE,Archivador Rápido Plastificado Verde Oscuro Archivador Rápido Plastificado Verde Oscuro,archivador-rapido-plastificado-verde-oscuro-archivador-rapido-plastificado-verde-pri12262ve,PRISA,Papelería,papeleria,308,261.8,299,9,12,UN,,,/products/PRI12262VE.jpg,True,False,True
PRI75214,Tabla Apretapapel DWilliams Oficio Madera,tabla-apretapapel-dwilliams-oficio-madera-pri75214,PRISA,Papelería,papeleria,2288,1944.8,1784,504,2,UN,,,,False,True,True
TOR27912,CARPETA PLASTIFICADA AUCA CELESTE AUCA,carpeta-plastificada-auca-celeste-auca-tor27912,TORRE,Papelería,papeleria,326,277.1,345,-19,10,UN,,,/products/TOR27912.jpg,True,False,True
TOR11765,ARCHIVADOR PLASTIFICADO TORRE AZUL CACCOCLIP,archivador-plastificado-torre-azul-caccoclip-tor11765,TORRE,Papelería,papeleria,326,277.1,565,-239,6,UN,,,/products/TOR11765.jpg,True,False,True
PRI83913,SEPARADOR TORRE CARTA MULTICOLOR 6 POSICIONES DE 4 ANILLOS UD,separador-torre-carta-multicolor-6-posiciones-de-4-anillos-ud-pri83913,TORRE,Papelería,papeleria,506,430.1,480,26,7,UN,,,/products/PRI83913.jpg,True,False,True
PNB100641,CARPETA C/ACCOCLIP OF. VINIL NEGRO FULTONS,carpeta-caccoclip-of-vinil-negro-fultons-pnb100641,FULTONS,Papelería,papeleria,904,768.4,299,605,11,UN,,,/products/PNB100641.jpg,True,True,True
PRI10579AM,Carpeta Cartulina Halley Pigmentada Amarilla,carpeta-cartulina-halley-pigmentada-amarilla-pri10579am,PRISA,Papelería,papeleria,228,193.8,166,62,7,UN,,,/products/PRI10579AM.jpg,True,False,True
PRI36538AZ,Archivador Plastificado Auca Azul,archivador-plastificado-auca-azul-pri36538az,PRISA,Papelería,papeleria,308,261.8,470,-162,2,UN,,,/products/PRI36538AZ.jpg,True,False,True
PRI86921,Cartulina Opalina Diazol Carta Gofrada Blanco 100 Hojas,cartulina-opalina-diazol-carta-gofrada-blanco-100-hojas-pri86921,DIAZOL,Papelería,papeleria,122,103.7,99.9,22.1,7,UN,,,/products/PRI86921.jpg,True,False,True
PRI12262AM,Archivador Rápido Plastificado Amarillo,archivador-rapido-plastificado-amarillo-pri12262am,PRISA,Papelería,papeleria,290,246.5,299,-9,2,UN,,,/products/PRI12262AM.jpg,True,False,True
PRI12294AM,Carpeta Plastificada Amarilla,carpeta-plastificada-amarilla-pri12294am,PRISA,Papelería,papeleria,308,261.8,299,9,2,UN,,,/products/PRI12294AM.jpg,True,False,True
PRI12294CE,Carpeta Plastificada Celeste,carpeta-plastificada-celeste-pri12294ce,PRISA,Papelería,papeleria,346,294.1,277,69,2,UN,,,/products/PRI12294CE.jpg,True,False,True
PRI12294RJ,Carpeta Plastificada Rojo,carpeta-plastificada-rojo-pri12294rj,PRISA,Papelería,papeleria,346,294.1,277,69,2,UN,,,/products/PRI12294RJ.jpg,True,False,True
PRI10579FU,Carpeta Cartulina Halley Pigmentada Fucsia,carpeta-cartulina-halley-pigmentada-fucsia-pri10579fu,PRISA,Papelería,papeleria,225,191.25,166,59,3,UN,,,/products/PRI10579FU.jpg,True,False,True
JMIREGLHAI002,REGLA METALICA 50 CM. C/FUNDA REF.SR92050 (12-300),regla-metalica-50-cm-cfunda-refsr92050-12-300-jmireglhai002,BEIFA,Papelería,papeleria,1433,1218.05,488,945,1,UN,,,/products/JMIREGLHAI002.jpg,True,True,True
ADIAFND106002,"Funda Transparente Carta 100 un, Selloffice",funda-transparente-carta-100-un-selloffice-adiafnd106002,SELLOFFICE,Papelería,papeleria,5044,4287.4,0,0,20,CAJA,,,/products/ADIAFND106002.jpg,True,False,True
EPAPER75CARTA,RESMA EPAPER CARTA 75GR X 500,resma-epaper-carta-75gr-x-500-epaper75carta,SIN MARCA,Papelería,papeleria,3517,2989.45,0,0,36,RESMA,,75GR,/products/EPAPER75CARTA.jpg,True,False,True
JMICARTCHI079,CARTULINA PINTADA AZUL 50X70CM 150GR,cartulina-pintada-azul-50x70cm-150gr-jmicartchi079,BEIFA,Papelería,papeleria,14,11.9,0,0,111,UN,50X70,150GR,/products/JMICARTCHI079.jpg,True,False,True
PRI92430X1,PILA DURACELL ALCALINA AAA 1 UNIDAD,pila-duracell-alcalina-aaa-1-unidad-pri92430x1,PRISA,Tecnología,tecnologia,1171,995.35,1259,-88,84,UN,,,/products/PRI92430X1.jpg,True,False,True
PRI76622,Pendrive Maxell Flix 8 GB USB 2.0 Pendrive Maxell Flix 8 GB USB 2.0,pendrive-maxell-flix-8-gb-usb-20-pendrive-maxell-flix-8-gb-usb-20-pri76622,PRISA,Tecnología,tecnologia,2805,2384.25,3354,-549,30,UN,,,,False,False,True
ACB27105,Mouse For Life NEGRO inalámbrico,mouse-for-life-negro-inalambrico-acb27105,ACCO BRANDS,Tecnología,tecnologia,10966,9321.1,7884,3082,8,UN,,,/products/ACB27105.jpg,True,True,True
ACB70007,CALCULADORA CIENTIFICA 10 DIGITOS PILAS 136 FUNCIONES,calculadora-cientifica-10-digitos-pilas-136-funciones-acb70007,ACCO BRANDS,Tecnología,tecnologia,1815,1542.75,1543,272,24,UN,,,/products/ACB70007.jpg,True,False,True
SPDNA0000046839,BATERIA RECARGABLE  DE 9V,bateria-recargable-de-9v-spdna0000046839,SIN MARCA,Tecnología,tecnologia,6561,5576.85,2944,3617,10,UN,,,/products/SPDNA0000046839.jpg,True,True,True
PRI24420,Pila Alcalina Maxell D Grande Blíster de 2 Unidades,pila-alcalina-maxell-d-grande-blister-de-2-unidades-pri24420,PRISA,Tecnología,tecnologia,1313,1116.05,1128,185,22,CAJA,,,/products/PRI24420.jpg,True,False,True
DIM499239,PILA GRANDE ALCAINA WESTINGHOUSE D,pila-grande-alcaina-westinghouse-d-dim499239,DIMERC,Tecnología,tecnologia,1608,1366.8,976.5,631.5,24,UN,,,/products/DIM499239.jpg,True,True,True
PNB507513,"GRAPADORA CLAVADORA 53/6, 53/8, 53/10, 53/12 LAVORO",grapadora-clavadora-536-538-5310-5312-lavoro-pnb507513,FULTONS,Tecnología,tecnologia,15428,13113.8,9990,5438,2,UN,,,,False,True,True
DISLR14-BP2,PILA ALCALINA WESTINGHOUSE C-2,pila-alcalina-westinghouse-c-2-dislr14-bp2,SIN MARCA,Tecnología,tecnologia,1035,879.75,780,255,23,UN,,,/products/DISLR14-BP2.jpg,True,False,True
PRI24419,Pila Alcalina Maxell Tipo C Blíster de 2 Unidades,pila-alcalina-maxell-tipo-c-blister-de-2-unidades-pri24419,PRISA,Tecnología,tecnologia,1035,879.75,976,59,6,CAJA,,,/products/PRI24419.jpg,True,False,True
